الرقم الخاص,الرقم العام,توصيف المجال العلمى,كود المقرر,رؤوس الموضوعات,المقرر  الذى يدعمه الوعاء,عنوان الوعاء,اسم المؤلف,مؤلفين مشاركين,الناشر,مكان النشر,تاريخ النشر,رقم الطبعة,الترقيم الدولى ,اللغة,القسم,نوع
510/S.F.S,1234,الرياضيات,MATH 301,Probability & Statistics,رياضيت/التحليل الرقمي - أدلة الطالب /التحليل الرقمي - المشاكل والتدريبات /التحليل الرقمي - دليل الطالب/ لغات البرمجة /الرياضيات - أدلة الدراسة/ الرياضيات - دليل الطالب /التحليل العددي - مشاكل /التحليل العددي - التمارين الخ ./دراسة التحليل العددي - أدلة,Schaums Outline of Theory  and Problems of Numerical Analysis,Francis Scheid,لا يوجد,McGraw-Hill,New York,1968,ط1968,07-055197-9,لغة انجليزية,العلوم الأساسية,ورقي
510/S.I.S,1235,الرياضيات,MATH204,Discreet Mathematics,"رياضيات/كيمياء/الرياضيات الكيمياء/وظائف خاصة/وظائف، خاصة/وظيفة/الفيزياء الرياضية",Special Functions of Mathematical Physics and Chemistry,Ian N. Sneddon,لا يوجد,Oliver and Boyd LTD./,Great Britain,1961,ط.2,0-5824-4396-2,لغة انجليزية,العلوم الأساسية,ورقي
510/S.M.S,1236,الرياضيات,MATH 201,Algebra and Trigonometry,رياضيات/تحليل الوظائف المعقدة /فورييه التكامل /قياس الاسم /نظرية المتغير /التطبيقات المطابقة/التطبيقات المطابقة - أدلة الطالب /التطبيقات المطابقة - المشاكل والتمارين /المتغيرات المعقدة /الخرائط المطابقة المعقدة /المتغيرات الخرائط المطابقة /رسم الخرائط المطابقة - المشاكل والتمارين وما إلى ذلك /رسم الخرائط المطابقة - أدلة الدراسة /مطابقة الوظائف ( الرياضيات) /وظائف مجمع متغير /وظائف مجمع متغير - أدلة الطالب /وظائف مجمع متغير مسائل وتمارين,Schaum's outline of theory and problems of complex variables : with an introduction to conformal mapping and its applications,Murray R. Spiegel,لا يوجد,McGraw-Hill, New York,1964,ط1964,07-060230-1,لغة انجليزية,العلوم الأساسية,ورقي
510/S.M.S,1237,الرياضيات,MATH 204,Discrete Mathematics,"رياضيات/حساب التباينات /وظائف متغير حقيقي - مسائل وتمارين /وظائف متغيرات حقيقية - مسائل وتمارين متسلسلة فورييه /دوال المتغيرات الحقيقية /دوال المتغيرات الحقيقية مسائل، تمارين، الخ /تكاملات تكاملات مسائل، تمارين، إلخ /تكاملات مسائل وتمارين /النظرية /قياس النظرية - مسائل وتمارين الخ /قياس ونظرية المسائل والتمارين مسائل وتمارين مسائل وتمارين /مسائل وتمارين بكرة متغيرة بكرة متغيرة /نظرية القياس مسائل وتمارين كتب التمارين",Schaum's outline of theory and problems of real variables; Lebesgue measure and integration with applications to Fourier series,Murray R. Spiegel,لا يوجد,McGraw-Hill, New York,1969,ط1969,0-0602212,لغة انجليزية,العلوم الأساسية,ورقي
510/S.M.S,1238,الرياضيات,MATH 201,Calculus III,رياضيات/التحليل الرياضي /التحليل المتجهي /التحليل التوتري,Schaum's outline of theory and problems of vector analysis and an introduction to tensor analysis,Murray R. Spiegel,لا يوجد,Schaum Pub. Co.,New York,1959,ط1959,9.78E+12,لغة انجليزية,العلوم الأساسية,ورقي
510/T.I.G,1239,الرياضيات,MATH 101,Calculus  I,الرياضيات/الآلات الحاسبة/الآلات الحاسبة مسائل وتمارين وما إلى ذلك/الآلات الحاسبة المشاكل والتمارين/المسائل والتمارين/كتب التمارين,The Great International Math on Keys Book,Texas Instruments Incorporated,Ralph A. Oliva,Texas Instruments Inc.,[Dallas],1976,ط1976,978-08951-2002-1,لغة انجليزية,العلوم الأساسية,ورقي
510/W.C.A,1240,الرياضيات,MATH 302,Linear Algebra and Matrices,رياضيات/الرياضيات الهندسية/الهندسة - رياضيات/المعادلات التفاضلية/المعادلات الخطية/مسائل وتمارين الرياضيات الهندسية/التحويلات (الرياضيات)/هندسة,Advanced Engineering Mathematics,Clarence Raymond Wylie,Louis C. Barrett, McGraw-Hill,New York,1982,ط.5,0-07-066643-1,لغة انجليزية,العلوم الأساسية,ورقي
510/W.C.A,1241,الرياضيات,MATH 302,Linear Algebra and Matrices,رياضيات/الرياضيات الهندسية/الهندسة - رياضيات/المعادلات التفاضلية/المعادلات الخطية/مسائل وتمارين الرياضيات الهندسية/التحويلات (الرياضيات)/هندسة,Advanced Engineering Mathematics,Clarence Raymond Wylie,Louis C. Barrett, McGraw-Hill,New York,1982,ط.5,0-07-066643-1,لغة انجليزية,العلوم الأساسية,ورقي
510/ج.ع.ر,1242,الرياضيات,MATH 101,Calculus I,رياضيات/امتحانات الرياضيات/أدلة دراسية لامتحانات الرياضيات/أدلة دراسية,الرياضيات الهندسية : السنة الإعدادية : رياضة 1,لا يوجد,لا يوجد,كلية الهندسة جامعة عين شمس,القاهرة,1997,ط1997,لا يوجد,لغة عربية,العلوم الأساسية,ورقي
510/ج.ع.ر,1243,الرياضيات,MATH 101,Calculus I,رياضيات/امتحانات الرياضيات/أدلة دراسية لامتحانات الرياضيات/أدلة دراسية,الرياضيات الهندسية : السنة الإعدادية : رياضة 1,لا يوجد,لا يوجد,كلية الهندسة جامعة عين شمس,القاهرة,1997,ط1997,لا يوجد,لغة عربية,العلوم الأساسية,ورقي
510/ج.ع.ر,1244,الرياضيات,MATH 101,Calculus I,رياضيات/الجبر الخطى/امتحانات الرياضيات/أدلة دراسية لامتحانات الرياضيات/أدلة دراسية,الرياضيات الهندسية : السنة الإعدادية : رياضة 2,لا يوجد,لا يوجد,كلية الهندسة جامعة عين شمس,القاهرة,1997,ط1997,لا يوجد,لغة عربية,العلوم الأساسية,ورقي
511.8/W.W.O,1245,الرياضيات,BASE 306,Research Methods,الخوارزميات الرياضية/البحوث التشغيلية/بحوث العمليات/كتب بحوث العمليات/الكتب الدراسية//,Operation Research : Applications and Algorithms,Wayne L. Winston,Jeffrey B. Goldberg,Thomson/Brooks/Cole/ Belmont,United States,2004,ط.4,9.78E+12,لغة انجليزية,العلوم الأساسية,ورقي
512/G.F.T,1246,الرياضيات,MATH 302,Linear Algebra and Matrices,جبر/التحليل المتعدد المتغيرات/خطة الخبرة/تصميم البحث/الإحصاء/تحليل التباين/التصميم التجريبي/النماذج الخطية,Theory and Application of the Linear Model,Franklin A. Graybill,لا يوجد,Duxbury Press,North Scituate/ Mass.,1976,ط1976,0-87872-108-8,لغة انجليزية,العلوم الأساسية,ورقي
512/I.E.I,1247,الرياضيات,MATH 102,Calculus II,جبر/التحكم التفاضلي/المعادلات التفاضلية/الرياضيات,Integration of ordinary Differential Equations,E.L.Ince,لا يوجد,Oliver and Boyd LTD./,Great Britain,1963,"ط.7 ، مراجعة",لا يوجد,لغة انجليزية,العلوم الأساسية,ورقي
512/K.B.I,1248,الرياضيات,MATH 302,Linear Algebra and Matrices,الجبر/الرياضيات/الجبر الخطى/التطبيقات الرياضية,Introductory Linear Algebra With Applications,Bernard Kolman,لا يوجد, Macmillan,New York,1976,ط.1976,0-02-365950-5,لغة إنجليزية,العلوم الأساسية,ورقي
512/L.R.P,1249,الرياضيات,MATH 102,Calculus II,حساب التفاضل والتكامل/الكتب المدرسية/الجبر,Precalculus,Roland E. Larson,Robert P. Hostetler/ David E. Heyd,Houghton Mifflin Company,New York,1997,ط.4,0-669-41741-6,لغة انجليزية,العلوم الأساسية,ورقي
512/P.H.E,1250,الرياضيات,MATH 202,Differential Equations,جبر/التحكم التفاضلي/المعادلات التفاضلية/الجبر الخطى,An Elementry Treatise on Differenial Equations and their applications,H.T.H.Piaggo,لا يوجد,G.Bell and Sons/ LTD,London,1960,ط.1960,لا يوجد,لغة انجليزية,العلوم الأساسية,ورقي
512/R.M.C,1251,الرياضيات,MATH 302,Linear Algebra and Matrices,الجبر الخطى/الرياضيات/الجبر,College Algebra,M. Richardson,لا يوجد,Prentice-Hall/ Englewood Cliffs,New Jersey,1966,ط3,لا يوجد,لغة إنجليزية,العلوم الأساسية,ورقي
512/T.H.T,1252,الرياضيات,MATH 101,Calculus I,جبر/المعادلات/نظرية الجبر الخطي ,Theory of Equations,H.W.Turnbull,لا يوجد,Oliver and Boyd LTD./,Great Britain,1963,ط.1963,لا يوجد,لغة انجليزية,العلوم الأساسية,ورقي
512/W.L.E,1253,الرياضيات,MATH 302,Linear Algebra and Matrices,الجبر الخطى/الرياضيات/الجبر,Elementary Linear Algebra,Stephen Francis Andrilli,David Hecker,Elsevier Academic Press,Amsterdam,2016,ط.5,978-01280-10471,لغة انجليزية,العلوم الأساسية,ورقي
515.15/A.F.C,1254,الإحصاء,MATH 201,Calculus III,تفاضل وتكامل/تحليل/حساب اللانهائي/مشاكل الحساب اللانهائي في الحساب والتمارين/حساب/مشاكل وممارسة/حساب,Calculus : Schaum‘s outline of Theory and Problems of Differential and Integral,Frank Ayres,Elliott Mendelson,McGraw-Hill Professional,New York,1992,ط.3,0-07-112531-5,لغة انجليزية,العلوم الأساسية,ورقي
515.15/B.R.S,1255,الإحصاء,MATH 301,Probability & Statistics,المعادلات التفاضلية/ التدوين/ الحلول/ مسائل القيمة الأولية /تصنيفات المعادلات التفاضلية /الشكل القياسي والشكل التفاضلي /المعادلات التفاضلية/مشاكل النمو والتحلل/ مشاكل الجسم الساقط /,Schaum s Out Lines Theory and Problems of Differential  Equations ,Richard Bronson,لا يوجد ,McGraw-Hill,United States of America ,1994,ط2,0-07-008019-4,لغة إنجليزية,العلوم الأساسية,ورقي
515.15/F.L.C,1256,الإحصاء,MATH 201,Calculus III,التفاضل والتكامل والهندسة التحليلية/مسائل وتمارين في حساب التفاضل والتكامل/حساب التفاضل والتكامل متناهية الصغر ملخصات وبرامج وما إلى ذلك./حساب التفاضل والتكامل/الخطوط العريضة لحساب التفاضل والتكامل والمناهج وما إلى ذلك./مسائل في حساب التفاضل والتكامل والتمارين وما إلى ذلك./الخطوط العريضة والمناهج/مسائل وتمارين/ملخصات وبرامج/كتب التمارين,Calculus,Laster R. Ford,لا يوجد,McGraw-Hill Book Company/ Inc.,United States,1963,ط.1963,لا يوجد,لغة انجليزية,العلوم الأساسية,ورقي
515.15/H.F.A,1257,الإحصاء,MATH 203,Calculus IV,التفاضل والتكامل/الهندسة التحليلية/التحليل الرياضي/حساب/حساب متناهية الصغر/حساب التفاضل والتكامل (Matematica) المتقدم/حساب التفاضل والتكامل/الرياضيات,Advanced Calculus for Applications,Francis Begnaud Hildebrand,لا يوجد,Prentice-Hall/ Englewood Cliffs,New Jersey,1962,ط.3,0130111635 ,لغة انجليزية,العلوم الأساسية,ورقي
515.15/M.R.I,1258,الإحصاء,MATH 102,Calculus II,معادلات تفاضلية,Introduction to Differential Equations,Richard K. Miller,لا يوجد,Prentice-Hall,United States of America ,1987,ط.1987,134810031,لغة إنجليزية,العلوم الأساسية,ورقي
515.15/S.A.L,1259,الإحصاء,MATH 101,Calculus  I,التفاضل والتكامل/الهندسة التحليلية/التحليل الرياضي/حساب التفاضل والتكامل,Lecture Notes in Calculus,Adel Fahmy Saadallah,لا يوجد,كلية علوم حاسب جامعة حلوان,حلوان,لا يوجد,لا يوجد,لا يوجد,لغة انجليزية,العلوم الأساسية,ورقي
515.15/S.E.C,1260,الإحصاء,MATH 203,Calculus IV,التفاضل والتكامل/حساب متناهية الصغر/حساب التفاضل والتكامل/الهندسة والتحليلات/الهندسة التحليلية,Calculus : The Classic Edition,Earl W. Swokowski,لا يوجد,Brooks/Cole,Australia,1991,ط.5,9.78E+12,لغة انجليزية,العلوم الأساسية,ورقي
515.15/ض.ع.ح,1261,الإحصاء,MATH 101,Calculus  I,التفاضل والتكامل /الهندسة التحليلية/الرياضيات/الإحصاء/التحليل ,حساب التفاضل والتكامل,عاصم ضيف,"لبيب إسكندر، حنفى الزهيرى، عبد الكريم شعبان","جامعة القاهرة ، كلية الهندسة",الجيزة,2006,ط.2006,لا يوجد,لغة عربية,العلوم الأساسية,ورقي
515.15/م.م.ح,1262,الإحصاء,MATH 101,Calculus  I,التفاضل والتكامل /الهندسة التحليلية/الرياضيات/الإحصاء/التحليل ,حساب التفاضل والتكامل,محمد شمس الدين محمدين,لبيب إسكندر حنا,كلية الهندسة جامعة القاهرة,الجيزة,1996,ط.1996,لا يوجد,لغة عربية,العلوم الأساسية,ورقي
515.35/B.R.D,1263,الإحصاء,MATH 202,Differential Equations,"معادلات التفاضل/المعادلات التفاضلية/المعادلات التفاضلية الخطوط العريضة والمناهج، الخ./المعادلات التفاضلية مسائل وتمارين وغيرها./مسائل وتمارين المعادلات التفاضلية/المعادلات التفاضلية ملخصات وبرامج وغيرها./الخطوط العريضة والمناهج/مسائل وتمارين/مسائل وتمارين/مسائل وتمارين/ملخصات وبرامج/كتب التمارين",Differential Equations,Richard Bronson,لا يوجد,McGraw-Hill Education,New York,1993,ط2,0-07-008019-4,لغة انجليزية,العلوم الأساسية,ورقي
515.35/B.R.D,1264,الإحصاء,MATH 202,Differential Equations,"معادلات التفاضل/المعادلات التفاضلية/المعادلات التفاضلية الخطوط العريضة والمناهج، الخ./المعادلات التفاضلية مسائل وتمارين وغيرها./مسائل وتمارين المعادلات التفاضلية/المعادلات التفاضلية ملخصات وبرامج وغيرها./الخطوط العريضة والمناهج/مسائل وتمارين/مسائل وتمارين/مسائل وتمارين/ملخصات وبرامج/كتب التمارين",Differential Equations,Richard Bronson,لا يوجد,McGraw-Hill Education,New York,1993,ط2,0-07-008019-4,لغة انجليزية,العلوم الأساسية,ورقي
515.45/P.V.I,1265,الإحصاء,MATH 202,Differential Equations,المعادلات التكاملية/مشكلة الحلول العددية في قيمة الحدود/مرونة/الحلول الرقمية المعادلات المتكاملة/المعادلات المتكاملة الحلول العددية/حدود حدود الحلول الرقمية,Integral Equations In Elasticity,V. Z. Parton,P. I. Perlin,Mir Publishers,Moscow,1982,ط.1982,لا يوجد,لغة انجليزية,العلوم الأساسية,ورقي
516.1/D.E.E,1266,الإحصاء,BASE 303,Engineering Economics,الاقتصاد الهندسى/تحليل التكلفة/التحليل الاقتصادي/اقتصاد/الإدارة الهندسية/الأعمال الهندسية/فعالية التكلفة الهندسية/التمويل الهندسي/الصناعات/الجانب الاقتصادي الهندسي/التكلفة الهندسية/فعالية التكلفة الهندسية,Engineering Economy,E. Paul DeGarmo,لا يوجد,Prentice Hall,United States,1997,ط.10,9.78E+12,لغة انجليزية,العلوم الأساسية,ورقي
516.24/S.P.G,1267,الإحصاء,MATH 302,Linear Algebra and Matrices,الهندسة الإقليدية/حساب المثلثات/الهندسة والطوبولوجيا/الهندسة/الرياضيات,Geometry and Trigonometry for Calculus (Self-Teaching Guides),Peter H. Selby ,لا يوجد, John Wiley & Sons Inc,Canada,1975,ط.1,047177558-4,لغة انجليزية,العلوم الأساسية,ورقي
516/R.L.G,1268,الإحصاء,MATH 302,Linear Algebra and Matrices,هندسة/الهندسة/مسائل هندسية وتمارين وما إلى ذلك./دراسة الهندسة والتدريس/الهندسة/مسائل وتمارين هندسية/مسائل وتمارين/كتب التمارين/هندسة,Geometry,Lawrence A. Ringenberg,Richard S. Presser ; The Editorial Direction of Roy Dubisch and Isabelle P. Rucker,John Wiley and sons/ Inc.,Canada,1971,ط.1971,0-471-94549-8,لغة انجليزية,العلوم الأساسية,ورقي
516/ج.إ.ه,1269,الإحصاء,MATH 302,Linear Algebra and Matrices,الهندسة الوصفية/الإسقاط العمودى على مستويين/مسائل الموضع/مسائل القياس,الهندسة الوصفية الحسابية,اعضاء هيئة التدريس كلية الهندسة جامعة الاسكندرية,لا يوجد,كلية الهندسة جامعة الاسكندرية,جامعة الاسكندرية,لا يوجد,لا يوجد,لا يوجد,لغة عربية,العلوم الأساسية,ورقي
519.5/A.A.S,1270,الإحصاء,MATH 301,Probability & Statistics,التحليل التمييزي/تحليل التمييز/تصنيف/إحصائيات/الطرق الرياضية,Statistical Mathematics,Alexander C. Aitken,Daniel E. Rutherford,Oliver and Boyd LTD./,Great Britain,1962,ط.8,لا يوجد,لغة انجليزية,العلوم الأساسية,ورقي
519.5/B.M.D,1271,الإحصاء,MATH 301,Probability & Statistics,إحصاء/القياسات الحيوية/أجهزة الكمبيوتر/الكتيبات/الإحصائيات الطبية/برامج الكمبيوتر/الأجهزة الحاسوبية/التحليل الإحصائي/تطبيقات أنظمة الكمبيوتر/البرامج: برنامج BMDP/القياسات الحيوية/أجهزة الكمبيوتر/الإحصاء الرياضي /علوم الكمبيوتر/الرياضيات,BMDP statistical software manual : 1985 Reprinting,Wilfrid Joseph Dixon,لا يوجد,Univ. of Calif. Press,Berkeley,1985,ط.1985,0-520-04408-8,لغة انجليزية,العلوم الأساسية,ورقي
519.5/B.M.D,1272,الإحصاء,MATH 301,Probability & Statistics,إحصاء/القياسات الحيوية/أجهزة الكمبيوتر/الكتيبات/الإحصائيات الطبية/برامج الكمبيوتر/الأجهزة الحاسوبية/التحليل الإحصائي/تطبيقات أنظمة الكمبيوتر/البرامج: برنامج BMDP/القياسات الحيوية/أجهزة الكمبيوتر/الإحصاء الرياضي /علوم الكمبيوتر/الرياضيات,BMDP statistical software manual : to accompany the 1988 software release. Vol. 1,Wilfrid Joseph Dixon,لا يوجد,Univ. of Calif. Press,Berkeley,1988,ط.1988,0-520-06473-9,لغة انجليزية,العلوم الأساسية,ورقي
519.5/B.M.D,1273,الإحصاء,MATH 301,Probability & Statistics,إحصاء/القياسات الحيوية/أجهزة الكمبيوتر/الكتيبات/الإحصائيات الطبية/برامج الكمبيوتر/الأجهزة الحاسوبية/التحليل الإحصائي/تطبيقات أنظمة الكمبيوتر/البرامج: برنامج BMDP/القياسات الحيوية/أجهزة الكمبيوتر/الإحصاء الرياضي /علوم الكمبيوتر/الرياضيات,BMDP statistical software manual : to accompany the 1988 software release. Vol. 2,Wilfrid Joseph Dixon,لا يوجد,Univ. of Calif. Press,Berkeley,1988,ط.1988,0-520-06474-7,لغة انجليزية,العلوم الأساسية,ورقي
519.5/C.C.S,1274,الإحصاء,MATH 301,Probability &Statistics,إحصاء/إحصائية/الإحصاء الرياضي/إحصائيات/,Statistics for Technology,Christopher Chatfield,لا يوجد,John Wiley and sons/ Inc.,Great Britain,1975,ط.1975,0-412136708,لغة انجليزية,العلوم الأساسية,ورقي
519.5/F.H.S,1275,الإحصاء,MATH 301,Probability Statistics,إحصاء/الرياضيات الاحتمالات والإحصاء/الإحصاء العام,Statistics : Concepts and applications,Harry Frank, Steven C. Althoen,Cambridge University Press,United States,1994,ط.1,0-521-49852-X/9780521498524,لغة انجليزية,العلوم الأساسية,ورقي
519.5/F.T.M,1276,الإحصاء,MATH 301,Probability & Statistics,إحصاء/الرياضيات التطبيقية/الرياضيات الاحتمالات والإحصاء العام/الإحصاء الرياضي,Mathematical Statistics : A Decision The oretic Approach,Thomas S. Ferguson,لا يوجد,Academic Press/ INC.,Newyork,1967,ط.1967,0-12-253750-5,لغة انجليزية,العلوم الأساسية,ورقي
519.5/H.W.S,1277,الإحصاء,MATH 301,Probability Statistics,إحصاء/الرياضيات الاحتمالات والإحصاء/الإحصاء العام,Statistics,W M Harper,لا يوجد,Pitman Publishing,London,1988,ط.5,712119957,لغة انجليزية,العلوم الأساسية,ورقي
519.5/K.N.A,1278,الإحصاء,MATH 301,Probability & Statistics,طرق وتقنيات الديموغرافيا/سكان/التركيبة السكانية/الديموغرافيا/التركيبة السكانية/النماذج الرياضية الديموغرافية/الديموغرافيا/السكان البشريون/النموذج الرياضي/الطرق الرياضية/الجبر/الديموغرافيا/العائلات/الأسر/المنهجية/إحصائيات/نظرية,Applied Mathematical Demography,Nathan Keyfitz,لا يوجد,Wiley,New York,1977,ط.1,471473502,لغة انجليزية,العلوم الأساسية,ورقي
519.5/M.J.S,1279,الإحصاء,MATH 301,Probability Statistics,إحصاء/الرياضيات الاحتمالات والإحصاء/الإحصاء العام,Statistics for Advanced Level,Jane Miller,لا يوجد,Cambridge University Press,Great Britain,1989,ط.2,521586860,لغة انجليزية,العلوم الأساسية,ورقي
519.5/M.P.F,1280,الإحصاء,MATH 301,Probability Statistics,إحصاء/الأساليب الإحصائية الإدارية/الإحصاء - أساليب/الإدارة - أساليب,Foundations of Statistics : A Survey For Managers,Philip Montagnon,لا يوجد,S. Thornes/ Cheltenham,[England],1980,ط.1,9780859504560/ 0859504565,لغة انجليزية,العلوم الأساسية,ورقي
519.5/P.F.V,1281,الإحصاء,MATH 201,Calculus III,إحصاء/تحليل المتجهات/الميكانيكا التطبيقية/إحصائيات/ثابت,Vector Mechanics for Engineers : Statics,Ferdinand P. Beer,E. Russell Johnston/ David F. Mazurek,McGraw-Hill,New York,1981,طبعة مصرية/SImetric ed,0-07-548405-6,لغة انجليزية,العلوم الأساسية,ورقي
519.5/S.D.E,1282,الإحصاء,MATH 301,Probability &Statistics,سلاسل ماركوف/الرياضيات/نظرية الاحتمالات/العمليات العشوائية/إحصاء/إحصائية/الإحصاء الرياضي/إحصائيات/,Elementary Probability,David Stirzaker,لا يوجد,University Press/ Cambridge,Great Britain,1996,ط.2,9.78E+12,لغة انجليزية,العلوم الأساسية,ورقي
519.5/S.G.P,1283,الإحصاء,MATH 301,Probability & Statistics,إحصاء/الاحتمالات/الاحتمالات - للهندسة المدنية/ميكانيكا التربة الطرق الإحصائية/الهندسة الإنشائية الطرق الإحصائية/تكنولوجيا البناء الأساليب الإحصائية/فرصة,Probability and statistics in civil engineering : an introduction,G. N. Smith,لا يوجد,Collins,London,1986,ط.1986,0-00-383154-X,لغة انجليزية,العلوم الأساسية,ورقي
519.5/S.H.E,1284,الإحصاء,MATH 301,Probability Statistics,إحصائيات/إحصائية/الإحصاء الرياضي,Elementary Statistics,H.G. Saxena,لا يوجد,S. Chand & Co.,India,1969,ط.3,لا يوجد,لغة انجليزية,العلوم الأساسية,ورقي
519.5/W.R.P,1285,الإحصاء,MATH 301,Probability & Statistics,إحصاء/الأساليب الإحصائية الهندسية/الأساليب الإحصائية الهندسية/الاحتمالات/الاحتمالات/فرصة,Probability & Statistics for Engineers & Scientists,Ronald E. Walpole ,Raymond H. Myers/ Sharon L. Myers/ Keying Ye,Pearson India Education Services Pvt. Ltd,India,2007,ط.8,978-01320-4767-8,لغة انجليزية,العلوم الأساسية,ورقي
519.5/W.W.F,1286,الإحصاء,MATH 301,Probability Statistics,إحصائيات/إحصائية,Fundamental Statistics for Business and Economics,William Wasserman ,John Neter/ G. A. Whitmore ,Allyn and Bacon,Boston,1973,ط.4,205034853,لغة انجليزية,العلوم الأساسية,ورقي
519.5/ج.إ.إ,1287,الإحصاء,ENGR 103,Engineering Mechanics I,إحصاء/الاحصائيات/الإستاتيكا/الهندسة الميكانيكية,الإستاتيكا الهندسية,اعضاء هيئة التدريس كلية الهندسة جامعة الاسكندرية,لا يوجد,كلية الهندسة - جامعة الاسكندرية,الاسكندرية,2006-2007,لا يوجد,لا يوجد,لغة عربية,العلوم الأساسية,ورقي
519.5/ح.م.م,1288,الإحصاء,MATH 301,Probability & Statistics,إحصاء/الرياضيات /الإحصاء الرياضي/الإحصاء الوصفي,مدخل في الإحصاء التطبيقى,محاسن مصطفى حسنين,لا يوجد,عادل لطباعة الأوفست وتصوير الماستر,القاهرة,1986,ط.1986,لا يوجد,لغة عربية,العلوم الأساسية,ورقي
519.5/د.ج.إ,1289,الإحصاء,MATH 301,Probability Statistics,إحصاء/الإحصاء التحليلي/التعليم الطرق الإحصائية/الطرق الإحصائية,الإحصاء التحليلى,محمد جلال أبو الدهب,لا يوجد,مكتبة عين شمس,القاهرة,1973,ط.1,لا يوجد,لغة عربية,العلوم الأساسية,ورقي
519.5/ش.س.م,1290,الإحصاء,MATH 301,Probability & Statistics,إحصاء/الرياضيات /الإحصاء الرياضي/الإحصاء الوصفي,مدخل الإحصاء التطبيقى,سعد الدين محمد الشيال,لا يوجد,لا يوجد,القاهرة,لا يوجد,ط.2,لا يوجد,لغة عربية,العلوم الأساسية,ورقي
519.5/ش.س.م,1291,الإحصاء,MATH 301,Probability & Statistics,إحصاء/الرياضيات /الإحصاء الرياضي/الإحصاء الوصفي,مقدمة في الإحصاء التطبيقى,أنيس فرنسيس منصور,نادية كامل خليفة,القاهرة,القاهرة,1990/1991,لا يوجد,لا يوجد,لغة عربية,العلوم الأساسية,ورقي
519.5/ش.س.م,1292,الإحصاء,MATH 301,Probability & Statistics,إحصاء/الرياضيات /الإحصاء الرياضي/الإحصاء الوصفي,مقدمة في الإحصاء التطبيقى,أنيس فرنسيس منصور,نادية كامل خليفة,القاهرة,القاهرة,1990/1991,لا يوجد,لا يوجد,لغة عربية,العلوم الأساسية,ورقي
519.5/ف.ع.م,1293,الإحصاء,MATH 301,Probability & Statistics,إحصاء/الرياضيات /الإحصاء الرياضي/الإحصاء الوصفي,مقدمة في الإحصاء ,علاء الفقى,لا يوجد,أكاديمية وادى العلوم,العبور,لا يوجد,لا يوجد,لا يوجد,لغة عربية,العلوم الأساسية,ورقي
519.5/ق.ع.أ,1294,الإحصاء,MATH 301,Probability & Statistics,إحصاء/الإحصاء الرياضي/الإحصاء الوصفي/الرياضيات ,أساليب التحليل الإحصائى والحاسبات الآلية في البحوث الاجتماعية,عبد الفتاح محمد قنديل,لا يوجد,بل برنت للطباعة والتصوير,القاهرة,1997,ط.1997,لا يوجد,لغة عربية,العلوم الأساسية,ورقي
519.5/م.م.ر,1295,الإحصاء,MATH 301,Probability & Statistics,إحصاء/الإحصاء الرياضي/الرياضيات,الرياضة للإحصائين,مدني دسوقى مصطفى,لا يوجد,دار النهضة العربية,القاهرة,1985,ط.1985,لا يوجد,لغة عربية,العلوم الأساسية,ورقي
519.72/H.G.L,1296,الإحصاء,MATH 302,Linear Algebra and Matrices,جبر/التحسين الخطي/البرنامج الخطي/البرمجة الخطية/الرياضيات,Linear Programming,G. Hadley,لا يوجد,Addison-Wesley Pub. Co/ Reading/ Mass.,United States,1963,ط2,0-201-02660-0,لغة انجليزية,العلوم الأساسية,ورقي
519.9/B.H.D,1297,الإحصاء,MATH 202,Differential Equations,الاحصاء/الرياضيات/التحليل الاحصائى/حساب التفاضل والتكامل/حساب متناهية الصغر/حساب متكامل/,Differential and Integral Calculus,Harold Maile Bacon,لا يوجد,McGraw.Hill Book Company/ inc.,United States,1955,ط2,لا يوجد,لغة انجليزية,العلوم الأساسية,ورقي
519/S.M.M,1298,الإحصاء,MATH204,Discreet Mathematics,رياضيات تطبيقية/الرياضيات التجارية/الرياضيات التجارية مسائل وتمارين وما إلى ذلك./الرياضيات المالية/مسائل وتمارين الرياضيات المالية/مسائل وتمارين/العلوم الاجتماعية الرياضيات/العلوم الاجتماعية الرياضيات/كتاب الرياضيات,Mathematics An Applied Approach,Michael Sullivan,Abe Mizrahi,John Wiley,New York,2004,ط.8,9.78E+12,لغة انجليزية,العلوم الأساسية,ورقي
519/S.M.M,1299,الإحصاء,MATH204,Discreet Mathematics,رياضيات تطبيقية/الرياضيات التجارية/الرياضيات التجارية مسائل وتمارين وما إلى ذلك./الرياضيات المالية/مسائل وتمارين الرياضيات المالية/مسائل وتمارين/العلوم الاجتماعية الرياضيات/العلوم الاجتماعية الرياضيات/كتاب الرياضيات,Mathematics An Applied Approach,Michael Sullivan,Abe Mizrahi,John Wiley,New York,2004,ط.8,9.78E+12,لغة انجليزية,العلوم الأساسية,ورقي
523.2/G.R.C,1300,الفيزياء,PHYS 102,Electricity and Magnetism,النظام الشمسي/المجموعة الشمسية/الفلك/الكواكب,The Compact Nasa Atlas of the Solar System,Ronald Greeley,Raymond M. Batson,Cambridge University Press,Cambridge,2001,ط.1,9780521806336/ 052180633X,لغة انجليزية,العلوم الأساسية,ورقي
